place_name,street_address,address_number,city,zipcode,gmaps_url,latitude,longitude,places_url,record_created,short_description,alternate_names,date_built,date_notes,extant,place_type,architect_name,building_use,wikipedia_url,architectural_style,place_count,explore_id,explore_duplicate,chap_landmark,builder_name,inventory_relation,location_check_needed,date_razed,issue_url,street_name,neighborhood,osm_query,osm_flickr_tag_type,osm_flickr_tag_id,flickr_osm_url,source,extra_data,legislative_district,short_description_state,related_issue_url,featured,zoning_id,geo_accuracy,mihpno_district,mihp_district_name,mihp_historic_district,mihp_survey_district,housing_market_typology,chap_district,explore_url,county,state,full_address,congressional_district,council_district,source_url,official_url,interior_area_sf,lot_size_sf,nr_landmark,nr_district,NHL_designation,address_listed,lot,block,ownership_type,owner_address,owner_name,marker_symbol,slug,issue_type,sort_date,year_start,image_url,year_end,image_note,image_source,image_caption,developer_name,explore_url_show,editorial_state,development_state,unoccupied,streetview_url,streetview_image_url,religious_association,date_established,date_closed,lat_core,long_core,mihp_individual_good,events
405-411 Park Avenue (Double Houses),405-411 Park Avenue,405-411,Baltimore,,"https://www.google.com/maps/place/405-411 Park Avenue, Baltimore, MD",39.29444900,-76.61795100,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0116,,,,,,http://www.openstreetmap.org/query?lat=39.294449&lon=-76.617951#map=19/39.294449/-76.617951,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407-431 West Lexington Street,407-431 West Lexington Street,407-431,Baltimore,,"https://www.google.com/maps/place/407-431 West Lexington Street, Baltimore, MD",39.29149880,-76.62105270,,2017-05-03 12:55pm,,,c. 1890,,,Group,,,,,,,,,,habs:md1024,,,,,,http://www.openstreetmap.org/query?lat=39.2914988&lon=-76.6210527#map=19/39.2914988/-76.6210527,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407-431 West Lexington Street,407-431 West Lexington Street,407-431,Baltimore,,"https://www.google.com/maps/place/407-431 West Lexington Street, Baltimore, MD",39.29149880,-76.62105270,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md1044,,,,,,http://www.openstreetmap.org/query?lat=39.2914988&lon=-76.6210527#map=19/39.2914988/-76.6210527,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407-431 West Lexington Street,407-431 West Lexington Street,407-431,Baltimore,,"https://www.google.com/maps/place/407-431 West Lexington Street, Baltimore, MD",39.29149880,-76.62105270,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md1045,,,,,,http://www.openstreetmap.org/query?lat=39.2914988&lon=-76.6210527#map=19/39.2914988/-76.6210527,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407-431 West Lexington Street,407-431 West Lexington Street,407-431,Baltimore,,"https://www.google.com/maps/place/407-431 West Lexington Street, Baltimore, MD",39.29149880,-76.62105270,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md1046,,,,,,http://www.openstreetmap.org/query?lat=39.2914988&lon=-76.6210527#map=19/39.2914988/-76.6210527,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407-431 West Lexington Street,407-431 West Lexington Street,407-431,Baltimore,,"https://www.google.com/maps/place/407-431 West Lexington Street, Baltimore, MD",39.29149880,-76.62105270,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md1047,,,,,,http://www.openstreetmap.org/query?lat=39.2914988&lon=-76.6210527#map=19/39.2914988/-76.6210527,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407-431 West Lexington Street,407-431 West Lexington Street,407-431,Baltimore,,"https://www.google.com/maps/place/407-431 West Lexington Street, Baltimore, MD",39.29149880,-76.62105270,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md1048,,,,,,http://www.openstreetmap.org/query?lat=39.2914988&lon=-76.6210527#map=19/39.2914988/-76.6210527,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407-431 West Lexington Street,407-431 West Lexington Street,407-431,Baltimore,,"https://www.google.com/maps/place/407-431 West Lexington Street, Baltimore, MD",39.29149880,-76.62105270,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md1049,,,,,,http://www.openstreetmap.org/query?lat=39.2914988&lon=-76.6210527#map=19/39.2914988/-76.6210527,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417 North Charles Street (Town House),417 North Charles Street,417,Baltimore,,"https://www.google.com/maps/place/417 North Charles Street, Baltimore, MD",39.29484630,-76.61525800,,2017-05-03 12:55pm,,,,,,Building,,,,,,,,,,habs:md0121,,,,,,http://www.openstreetmap.org/query?lat=39.2948463&lon=-76.615258#map=19/39.2948463/-76.615258,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420-422 North Washington Street (Houses),420-422 North Washington Street,420-422,Baltimore,,"https://www.google.com/maps/place/420-422 North Washington Street, Baltimore, MD",39.29645600,-76.58947200,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md1020,,,,,,http://www.openstreetmap.org/query?lat=39.296456&lon=-76.589472#map=19/39.296456/-76.589472,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426 West Baltimore Street,426 West Baltimore Street,426,Baltimore,21201,"https://www.google.com/maps/place/426 West Baltimore Street, Baltimore, MD",39.28942460,-76.62208030,,2017-05-03 3:38pm,,,,,,,,,,,,110,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.2894246&lon=-76.6220803#map=19/39.2894246/-76.6220803,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/110,Baltimore City,MD,"426 W. Baltimore Street, Baltimore, MD 21201",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,B-2342,
431-433 East Pennsylvania Avenue (Duplex),431-433 East Pennsylvania Avenue,431-433,Towson,,"https://www.google.com/maps/place/431-433 East Pennsylvania Avenue, Towson, MD",39.39987690,-76.59455770,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md1344,,,,,,http://www.openstreetmap.org/query?lat=39.3998769&lon=-76.5945577#map=19/39.3998769/-76.5945577,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore County,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435 East Pennsylvania Avenue (House),435 East Pennsylvania Avenue,435,Towson,,"https://www.google.com/maps/place/435 East Pennsylvania Avenue, Towson, MD",39.39964880,-76.59376930,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1345,,,,,,http://www.openstreetmap.org/query?lat=39.3996488&lon=-76.5937693#map=19/39.3996488/-76.5937693,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore County,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504-520 Cathedral Street (Houses),504-520 Cathedral Street,504-520,Baltimore,,"https://www.google.com/maps/place/504-520 Cathedral Street, Baltimore, MD",39.29569390,-76.61721180,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0120,,,,,,http://www.openstreetmap.org/query?lat=39.2956939&lon=-76.6172118#map=19/39.2956939/-76.6172118,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505-517 Cathedral Street (Houses),505-517 Cathedral Street,505-517,Baltimore,,"https://www.google.com/maps/place/505-517 Cathedral Street, Baltimore, MD",39.29618270,-76.61665990,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0119,,,,,,http://www.openstreetmap.org/query?lat=39.2961827&lon=-76.6166599#map=19/39.2961827/-76.6166599,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508-522 North Paca Street (Houses),508-522 North Paca Street,508-522,Baltimore,,"https://www.google.com/maps/place/508-522 North Paca Street, Baltimore, MD",39.29526990,-76.62286040,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0130,,,,,,http://www.openstreetmap.org/query?lat=39.2952699&lon=-76.6228604#map=19/39.2952699/-76.6228604,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520-522 South Chapel Street (Double House),520-522 South Chapel Street,520-522,Baltimore,,"https://www.google.com/maps/place/520-522 South Chapel Street, Baltimore, MD",39.28512210,-76.58939130,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0167,,,,,,http://www.openstreetmap.org/query?lat=39.2851221&lon=-76.5893913#map=19/39.2851221/-76.5893913,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600-610 Cathedral Street (Houses),600-610 Cathedral Street,600-610,Baltimore,,"https://www.google.com/maps/place/600-610 Cathedral Street, Baltimore, MD",39.29695050,-76.61736770,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0125,,,,,,http://www.openstreetmap.org/query?lat=39.2969505&lon=-76.6173677#map=19/39.2969505/-76.6173677,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601-607 East Chase Street (Houses),601-607 East Chase Street,601-607,Baltimore,,"https://www.google.com/maps/place/601-607 East Chase Street, Baltimore, MD",39.30250640,-76.60821790,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0487,,,,,,http://www.openstreetmap.org/query?lat=39.3025064&lon=-76.6082179#map=19/39.3025064/-76.6082179,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607-609 Cathedral Street (Houses),607-609 Cathedral Street,607-609,Baltimore,,"https://www.google.com/maps/place/607-609 Cathedral Street, Baltimore, MD",39.29627690,-76.61695680,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md0127,,,,,,http://www.openstreetmap.org/query?lat=39.2962769&lon=-76.6169568#map=19/39.2962769/-76.6169568,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608 North Calvert Street (Row House),608 North Calvert Street,608,Baltimore,,"https://www.google.com/maps/place/608 North Calvert Street, Baltimore, MD",39.29676130,-76.61283880,,2017-05-03 12:55pm,,,,,,Building,,,,,,,,,,habs:md0108,,,,,,http://www.openstreetmap.org/query?lat=39.2967613&lon=-76.6128388#map=19/39.2967613/-76.6128388,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608-614 North Paca Street (Brick Row Houses),608-614 North Paca Street,608-614,Baltimore,,"https://www.google.com/maps/place/608-614 North Paca Street, Baltimore, MD",39.29630830,-76.62267310,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md0156,,,,,,http://www.openstreetmap.org/query?lat=39.2963083&lon=-76.6226731#map=19/39.2963083/-76.6226731,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611 Park,611 Park Avenue,611,Baltimore,,"https://www.google.com/maps/place/611 Park Avenue, Baltimore, MD",39.29689000,-76.61806800,,2017-05-02 11:15pm,"12-story, 100 unit building with 60 underground parking spaces built by Housing Development Corporation of Washington, DC, owned by Caswell J. Caplan, Nathan Brisker and Anthony Campitelle",,1965,,T,Building,,Apartments,,Modernist,,,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.29689&lon=-76.618068#map=19/39.29689/-76.618068,,,,Baltimore Modernism Inventory,,,,,,,,,,,,,,,Baltimore City,MD,"611 Park Avenue, Baltimore, MD ",,,,,,,,,,checked,,,,,,,,,1965,,,,,,,,,,,,"https://maps.google.com/?layer=c&cbll=39.29689,-76.618068","https://maps.googleapis.com/maps/api/streetview?location=39.29689,-76.618068&size=512x512&key=AIzaSyAJuUnhBMoimCcbU_x2--fECyOT_29DPgk",,,,0.736420,-0.073030,,
612 North Calvert Street (Row House),612 North Calvert Street,612,Baltimore,,"https://www.google.com/maps/place/612 North Calvert Street, Baltimore, MD",39.29683590,-76.61284370,,2017-05-03 12:55pm,,,,,,Building,,,,,,,,,,habs:md0107,,,,,,http://www.openstreetmap.org/query?lat=39.2968359&lon=-76.6128437#map=19/39.2968359/-76.6128437,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616 North Calvert Street (Row House),616 North Calvert Street,616,Baltimore,,"https://www.google.com/maps/place/616 North Calvert Street, Baltimore, MD",39.29691050,-76.61284870,,2017-05-03 12:55pm,,,,,,Building,,,,,,,,,,habs:md0106,,,,,,http://www.openstreetmap.org/query?lat=39.2969105&lon=-76.6128487#map=19/39.2969105/-76.6128487,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620 North Calvert Street (Stable),620 North Calvert Street,620,Baltimore,,"https://www.google.com/maps/place/620 North Calvert Street, Baltimore, MD",39.29698500,-76.61285360,,2017-05-03 12:55pm,,,,,,Structure,,,,,,,,,,habs:md0105,,,,,,http://www.openstreetmap.org/query?lat=39.296985&lon=-76.6128536#map=19/39.296985/-76.6128536,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622 North Calvert Street (Row House),622 North Calvert Street,622,Baltimore,,"https://www.google.com/maps/place/622 North Calvert Street, Baltimore, MD",39.29702230,-76.61285610,,2017-05-03 12:55pm,,,,,,Building,,,,,,,,,,habs:md0104,,,,,,http://www.openstreetmap.org/query?lat=39.2970223&lon=-76.6128561#map=19/39.2970223/-76.6128561,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626-628 North Eutaw Street (Commercial Building),626-628 North Eutaw Street,626-628,Baltimore,,"https://www.google.com/maps/place/626-628 North Eutaw Street, Baltimore, MD",39.29664800,-76.62179450,,2017-05-03 12:55pm,,,,,,,,,,,,,,,,habs:md1339,,,,,,http://www.openstreetmap.org/query?lat=39.296648&lon=-76.6217945#map=19/39.296648/-76.6217945,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635-647 West Pratt Street (Commercial Buildings),635-647 West Pratt Street,635-647,Baltimore,,"https://www.google.com/maps/place/635-647 West Pratt Street, Baltimore, MD",39.28596130,-76.62514470,,2017-05-03 12:55pm,,,,,,Group,,,,,,,,,,habs:md0163,,,,,,http://www.openstreetmap.org/query?lat=39.2859613&lon=-76.6251447#map=19/39.2859613/-76.6251447,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646 West Conway Street (House) & 819 West Lombard Street (House),646 West Conway Street,646,Baltimore,,"https://www.google.com/maps/place/646 West Conway Street, Baltimore, MD",39.28215440,-76.62465490,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,2,,,,,habs:md1042,,,,,,http://www.openstreetmap.org/query?lat=39.2821544&lon=-76.6246549#map=19/39.2821544/-76.6246549,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702 North Broadway (Commercial Building),702 North Broadway,702,Baltimore,,"https://www.google.com/maps/place/702 North Broadway, Baltimore, MD",39.29857100,-76.59462890,,2017-05-03 12:55pm,,,,,,,,,,,,,,,,habs:md1245,,,,,,http://www.openstreetmap.org/query?lat=39.298571&lon=-76.5946289#map=19/39.298571/-76.5946289,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704 North Broadway (Commercial Building),704 North Broadway,704,Baltimore,,"https://www.google.com/maps/place/704 North Broadway, Baltimore, MD",39.29864170,-76.59440640,,2017-05-03 12:55pm,,,,,,,,,,,,,,,,habs:md1246,,,,,,http://www.openstreetmap.org/query?lat=39.2986417&lon=-76.5944064#map=19/39.2986417/-76.5944064,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704-714 & 733-743 West Fayette Street (Houses) & 815-819 West Lombard Street (Houses),704-714 & 733-743 West Fayette Street,704-714,Baltimore,,"https://www.google.com/maps/place/704-714 & 733-743 West Fayette Street, Baltimore, MD",39.30974730,-76.61783180,,2017-05-03 12:55pm,,,,,,Group,,Dwelling,,,,,,,,habs:md1039,,,,,,http://www.openstreetmap.org/query?lat=39.3097473&lon=-76.6178318#map=19/39.3097473/-76.6178318,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706 North Broadway (Commercial Building),706 North Broadway,706,Baltimore,,"https://www.google.com/maps/place/706 North Broadway, Baltimore, MD",39.29870030,-76.59440890,,2017-05-03 12:55pm,,,,,,,,,,,,,,,,habs:md1247,,,,,,http://www.openstreetmap.org/query?lat=39.2987003&lon=-76.5944089#map=19/39.2987003/-76.5944089,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707 South Regester Street,707 South Regester Street,707,Baltimore,21231,"https://www.google.com/maps/place/707 South Regester Street, Baltimore, MD",39.28326540,-76.59226630,,2017-05-03 3:38pm,,,,,T,,,,,,,166,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.2832654&lon=-76.5922663#map=19/39.2832654/-76.5922663,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/166,Baltimore City,MD,"707 S. Regester Street, Baltimore, MD 21231",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
708-714 North Broadway (Commercial Building),708-714 North Broadway,708-714,Baltimore,,"https://www.google.com/maps/place/708-714 North Broadway, Baltimore, MD",39.29875360,-76.59462460,,2017-05-03 12:55pm,,,,,,,,,,,,,,,,habs:md1248,,,,,,http://www.openstreetmap.org/query?lat=39.2987536&lon=-76.5946246#map=19/39.2987536/-76.5946246,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713 South Ann Street,713 South Ann Street,713,Baltimore,21231,"https://www.google.com/maps/place/713 South Ann Street, Baltimore, MD",39.28326800,-76.59094600,,2017-05-03 3:38pm,,,,,T,,,,,,,141,,,,,,,,,,http://www.openstreetmap.org/query?lat=39.283268&lon=-76.590946#map=19/39.283268/-76.590946,,,,Explore Baltimore Heritage Published Log,,,,,,,,,,,,,,https://explore.baltimoreheritage.org/items/show/141,Baltimore City,MD,"713 S. Ann Street, Baltimore, MD 21231",,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,
716 North Broadway (Rowhouse),716 North Broadway,716,Baltimore,,"https://www.google.com/maps/place/716 North Broadway, Baltimore, MD",39.29913130,-76.59468500,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1250,,,,,,http://www.openstreetmap.org/query?lat=39.2991313&lon=-76.594685#map=19/39.2991313/-76.594685,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718 North Broadway (Rowhouse),718 North Broadway,718,Baltimore,,"https://www.google.com/maps/place/718 North Broadway, Baltimore, MD",39.29913330,-76.59442710,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1251,,,,,,http://www.openstreetmap.org/query?lat=39.2991333&lon=-76.5944271#map=19/39.2991333/-76.5944271,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720 North Broadway (Rowhouse),720 North Broadway,720,Baltimore,,"https://www.google.com/maps/place/720 North Broadway, Baltimore, MD",39.29914070,-76.59442740,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1252,,,,,,http://www.openstreetmap.org/query?lat=39.2991407&lon=-76.5944274#map=19/39.2991407/-76.5944274,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722 North Broadway (Rowhouse),722 North Broadway,722,Baltimore,,"https://www.google.com/maps/place/722 North Broadway, Baltimore, MD",39.29914810,-76.59442770,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1253,,,,,,http://www.openstreetmap.org/query?lat=39.2991481&lon=-76.5944277#map=19/39.2991481/-76.5944277,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724 North Broadway (Rowhouse),724 North Broadway,724,Baltimore,,"https://www.google.com/maps/place/724 North Broadway, Baltimore, MD",39.29915550,-76.59442800,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1254,,,,,,http://www.openstreetmap.org/query?lat=39.2991555&lon=-76.594428#map=19/39.2991555/-76.594428,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726 North Broadway (Rowhouse),726 North Broadway,726,Baltimore,,"https://www.google.com/maps/place/726 North Broadway, Baltimore, MD",39.29916290,-76.59442830,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1255,,,,,,http://www.openstreetmap.org/query?lat=39.2991629&lon=-76.5944283#map=19/39.2991629/-76.5944283,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728 North Broadway (Rowhouse),728 North Broadway,728,Baltimore,,"https://www.google.com/maps/place/728 North Broadway, Baltimore, MD",39.29917030,-76.59442860,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1256,,,,,,http://www.openstreetmap.org/query?lat=39.2991703&lon=-76.5944286#map=19/39.2991703/-76.5944286,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741 West Fayette Street (House),741 West Fayette Street,741,Baltimore,,"https://www.google.com/maps/place/741 West Fayette Street, Baltimore, MD",39.29010940,-76.62799040,,2017-05-03 12:55pm,,,,,,Building,,Dwelling,,,1,,,,,habs:md1041,,,,,,http://www.openstreetmap.org/query?lat=39.2901094&lon=-76.6279904#map=19/39.2901094/-76.6279904,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742 West Lexington Street (House),742 West Lexington Street,742,Baltimore,,"https://www.google.com/maps/place/742 West Lexington Street, Baltimore, MD",39.29131110,-76.62933480,,2017-05-03 12:55pm,,,,,,Building,,,,,1,,,,,habs:md0132,,,,,,http://www.openstreetmap.org/query?lat=39.2913111&lon=-76.6293348#map=19/39.2913111/-76.6293348,,,,Baltimore/Baltimore County HABS/HAER/HALS – Index,,,,,,,,,,,,,,,Baltimore City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
